address;victim_fanin;drain_txs;btc_from_victims;first_seen;last_seen
bc1qttqt98fnwg5whxpaknku45gfxe275gcn2rrp30;5;1;0.86093442;22.04.2024;22.04.2024
bc1qvcmupk5t9at0pud66qzfgaxd2mwsvqmdjh5mm6;5;1;0.86093442;22.04.2024;22.04.2024
bc1qd6qgtcgknyyrmxpg58suu2zhc9lm5c5jypngtk;5;1;0.86093442;22.04.2024;22.04.2024
bc1qw3f9hrjh506e9hpaj79h04ssv8aul5m3xwm564;5;1;0.86093442;22.04.2024;22.04.2024
bc1q3ufpxgv62mfny7pnqvjndwtpms7j3nc7pw40vw;5;1;0.86093442;22.04.2024;22.04.2024
bc1q4qh6ywju50rqtdyq8hsnac8m66zwwuyful703c;5;1;0.86093442;22.04.2024;22.04.2024
bc1q45efvjx54j53nzqt587t0ue5w4x0sahvdegw6v;5;1;0.86093442;22.04.2024;22.04.2024
bc1q4klljptlrj8utep9htp92gv6pqehcl2zjy054g;5;1;0.86093442;22.04.2024;22.04.2024
bc1qk6cp3fusu0vsk7dj5sr3awq4xqlg9vp6dxry95;5;1;0.86093442;22.04.2024;22.04.2024
bc1qm95qqsgs4qucnetcvsmkv48nkr338g5n58pmrv;5;1;0.86093442;22.04.2024;22.04.2024
bc1q7kpvtmrxyrp0v270fe4svtduxzdlg3h6kj3xp9;5;1;0.86093442;22.04.2024;22.04.2024
bc1qlc3qxapxyq9ghmkxgplvaxjaw30rrdg8ysam2d;5;1;0.86093442;22.04.2024;22.04.2024
bc1pqkwgs54qjuvu02cze8d7lum6dqm5kc4tj9wr6kzxe50kzyz244qss8t6u5;5;1;0.86093442;22.04.2024;22.04.2024
bc1pr9y9sd0925vlz5cyhrffuwf9fxjueys2h8h58grfdzqh8dt9339qnx7w8t;5;1;0.86093442;22.04.2024;22.04.2024
bc1prk6fqaak52ct23rk6qfu6g5fdes5acuptwpfetvlygwc0n2df6pquvlm34;5;1;0.86093442;22.04.2024;22.04.2024
bc1p9znu3anzjlwmm4fs3tqelsqnkz3dhc7daszpvd9m3n4k9t9qtdpq0s5fxn;5;1;0.86093442;22.04.2024;22.04.2024
bc1p86kjqfq4ajl08c6ed4tz97ezmg5mhfggueu8fhvq44jpvh6nvsaqdka7se;5;1;0.86093442;22.04.2024;22.04.2024
bc1p87rt3dh4c0kxyhphlz0gsjluz8rfj7cmdjn7s6kumz8ylp6ldd4qhvy53l;5;1;0.86093442;22.04.2024;22.04.2024
bc1pfgx9kxevqf8ydq988wal7t92mtnaa69magh9lejpfcrkquahfyuse4ju5c;5;1;0.86093442;22.04.2024;22.04.2024
bc1pdgwam6tx0vvakg0ccau4z8eek9lk6rwc9u3dgrdtw66d64ywensq5g24ak;5;1;0.86093442;22.04.2024;22.04.2024
bc1pwthfvp5najk66yuqycaypfpfkggnnrxxpct4p6sqym0l2gyja5ssl8498m;5;1;0.86093442;22.04.2024;22.04.2024
bc1pjveefvpyq04m90hr96pjqhceasgczevxmxqu8nq2gcfzal3d9pgshdk2g6;5;1;0.86093442;22.04.2024;22.04.2024
bc1pj0ygzc0wkxqn3n4xwejuxnc44rasacg4e2z965m5s070aa5w5l7qv3rpj5;5;1;0.86093442;22.04.2024;22.04.2024
bc1p4kr23qlg65gyt6wp526xnke0mum4ez07d55gkjuyvkcq8ev9mgxs64e6f6;5;1;0.86093442;22.04.2024;22.04.2024
bc1phqk3888u4mvhlqmmsmx2vq7sdvvam0d96mm5m7mctzf2kw79gnesktjj2s;5;1;0.86093442;22.04.2024;22.04.2024
bc1pcdpe9sj8lcalvrg7rvqltymkehnp94xpl5kgghfslkxg5djr5dvsz7w4ud;5;1;0.86093442;22.04.2024;22.04.2024
bc1pcu7kwjpvgw0e22kwfkvclqnedmcwnlcutz89ps4kze40ypvfs0ssgmmwyf;5;1;0.86093442;22.04.2024;22.04.2024
bc1pca06rse700ryt669can3kqt0pr3vpe2qs5az3fhwpgv27fjmdnfq2udvjq;5;1;0.86093442;22.04.2024;22.04.2024
bc1pevzlxqmlwdmh824xm03fzscx756jtz7eqs4zak2wlgmszd3zl4xsd624t3;5;1;0.86093442;22.04.2024;22.04.2024
bc1pev0glsmuzm95pkclwe9qwshp4v0j52jcrxqwud6s69k9h07jm3pqs66j98;5;1;0.86093442;22.04.2024;22.04.2024
bc1peup9dz6uhxl7k7s4pm04t4uzwa9q4xtcs8t8nlzq42qayfse09zs8ajrcl;5;1;0.86093442;22.04.2024;22.04.2024
bc1p6vv4fesk72e4m8dwlke79ae426stgh0p4w3ycmgggksxk08e0j9q42f9m7;5;1;0.86093442;22.04.2024;22.04.2024
bc1pankj86jvfjyxmnzu6sea4wjvf46m2p9a7mmnld9fa2g294t83x3qm00qc9;5;1;0.86093442;22.04.2024;22.04.2024
bc1p7puqqhldsky5fdldjw77zu0dvmd6e4jjvus5gwj2cj4r600794dsdwwfw2;5;1;0.86093442;22.04.2024;22.04.2024
bc1plq3dgg95qmm42y7748mqgsct2rt0re9vx7cy3fgyagru6hyxj4ws0cm23s;5;1;0.86093442;22.04.2024;22.04.2024
bc1plgdduaa99s47nkrsn35k3e6dahf2yk52zh0xftxdtvjl89xcsszsskc0wg;5;1;0.86093442;22.04.2024;22.04.2024
bc1plgeugyfnvv5h4dh755ge5dz45fvf6tq7k79fv3xtuu0t48e6da2qkvvrtj;5;1;0.86093442;22.04.2024;22.04.2024
bc1pluchytcmx8xcw2d6u3u7txwusuz9g3phjru48endg88xfvykzzgsd4syap;5;1;0.86093442;22.04.2024;22.04.2024
bc1qcm0n8j2p0h7mg2s358eu2a5lcckzv4p7vu2lqh;5;5;0.846;21.11.2024;11.12.2024
bc1q8trz3enknecmvtgsfnu7f8gut89luw9w99h0z5;5;1;0.835363;31.07.2026;31.07.2026
1L63qAmKyNU57BhvWiekHRXh3k2AKifZ6g;5;5;0.83368551;07.10.2022;28.04.2023
bc1qqedmwev7fccgn5ldaw3y38hzlvntl3w0y3azgg;5;1;0.77292321;31.07.2026;31.07.2026
332pSLPfsi7AJE9anKyR755CqEmScVKU7c;5;5;0.65;19.11.2024;22.07.2025
bc1qnl53pcx42gsq35a70ykhtpkkleugadgwqc6gnl;5;3;0.641;17.04.2026;18.04.2026
bc1qavht9q3y6k0l97st7hpsh54ak0zxka7dtt87f7;5;5;0.62764105;24.06.2024;12.10.2025
bc1pte5j8pfkmfyr900pq0syjf83ptz9u23js2pghllr56thkhwkppzs4ly8y6;5;1;0.60790158;22.04.2024;22.04.2024
UNKNOWN:0020e0385cee9bbacb5e39b4cdb16c44654602dc;5;1;0.58039255;01.05.2023;01.05.2023
bc1q7hpr4uz6mfuqrkfadvazul2awlvfaqrln796yz;5;1;0.56988435;04.01.2024;04.01.2024
bc1qkua0sm6pgl0acqfcuj74tp0hh2d9hgaj2m7prn;5;1;0.54183185;06.12.2022;06.12.2022
1MnBtPk88Uy4EjYXQktbiJuAnEBZf5gHxX;5;5;0.54154851;13.08.2025;17.10.2025
3FufwTnrFHgJEh7NNWESzU6cfTgKSwBD7t;5;1;0.53289839;09.08.2022;09.08.2022
bc1qq0hmmg3e9w9pqjj0m48v8lle6eg8sls826wvp3;5;1;0.50968316;03.05.2025;03.05.2025
bc1qdgz4a0tgqndgz2a4wtq8jfzll0nz34ckx3an0n;5;1;0.50963665;06.05.2025;06.05.2025
bc1qgqxvarvlzw5xs405nj9sgdyqg63dkynmk5le35;5;1;0.50767869;07.05.2025;07.05.2025
37iFfD9RLFTMM8eXkPwzSP3QJPr3bB1LbC;5;1;0.50389322;31.07.2026;31.07.2026
bc1q8zyzgx3e49le0v0wellyafrzlpthtppzklhn8p;5;1;0.50371322;07.05.2025;07.05.2025
bc1qy9stf6j852wjzlr7ta7wsgvk2t0fg5lk6c5pvq;5;1;0.5;22.04.2024;22.04.2024
bc1pz4kw8e2mxdhuwj5wav6ttws07jqmuf39xy4seta2aymcj39dmjgqvd2per;5;1;0.5;22.04.2024;22.04.2024
bc1pzc4exuw603zypndg0q5z567deas55ts5jgyjprvnvpv0u294zngqspvwkv;5;1;0.5;22.04.2024;22.04.2024
bc1p0v99wa2pw8tefhyjah8e23amltxytk3cv9grwjfsplmankgh0s3q6t8kt9;5;1;0.5;22.04.2024;22.04.2024
bc1pkpx0ufltcd43cs2wrvtztavfx2d62j9543clfkav7fngzw0lgptqglvq96;5;1;0.5;22.04.2024;22.04.2024
bc1pep2neqvq5djt5xg38ce4adn94pjfc8jdd44chw9x8hg4alxhjaqssug4je;5;1;0.5;22.04.2024;22.04.2024
bc1p7xsxznkrkqnrgl4gjx9wt5emhu4p2x4mscj6f5mk7e8rgxzmq2fsnczxuy;5;1;0.5;22.04.2024;22.04.2024
bc1qa7t5nyvay8a64pxldayct9fpdf5jfdgszpzgrs;5;1;0.5;01.07.2023;01.07.2023
bc1q9w0pwp84lkpduy7pa87ynlgum2mpd86nzlw3cg;5;1;0.5;01.07.2023;01.07.2023
bc1ql0dy3cfpe4zxkkcew2u7u3n4y4yvr3gxjznw2t;5;1;0.5;01.07.2023;01.07.2023
bc1q7359nqtlmhh4xa6na5g77nc3hcrvwva9zjulnk;5;1;0.5;01.07.2023;01.07.2023
bc1qgex4547s3h74stf9m9m8thvfd086r3wzt84txa;5;1;0.5;31.07.2026;31.07.2026
bc1qcvzcwzhyd2j4ldlqpewzx46ry6lt5nstqs99nu;5;5;0.49528004;12.03.2026;26.05.2026
bc1qmrmpmm4mf6vns7695p6ym9ztcp2udlzavhgm8t;5;1;0.4801751;16.08.2021;16.08.2021
bc1qu7u36fj76e6m43xe44ejv9gqs2j6whh78cu5cd;5;1;0.45;11.11.2022;11.11.2022
1E7vmftr33Pkp6LWtejYFJfZEexuBECH2L;5;3;0.44;28.02.2025;02.07.2025
UNKNOWN:0020d282c025660a666934fb7073ca8b8e813c9d;5;2;0.43413461;22.03.2026;22.03.2026
1KFNXxScFFyvTJSf1jzPn6extrctmDh1r4;5;2;0.41993873;31.07.2026;31.07.2026
bc1qtutx6qtyf0swuj0p438mvka3d0hx8qejtsye87;5;1;0.38297044;20.08.2023;20.08.2023
UNKNOWN:002010fa30efe9a5a7cb3871c4a439d2318b469e;5;5;0.37572967;30.12.2025;07.05.2026
bc1qehkh3y7rkd6yefceu308k9serce2zs2ta6nfsw;5;1;0.37238114;22.04.2024;22.04.2024
19PrCPapWrXbvC5qKCtmyjgHGPo5nadVZC;5;1;0.36886814;20.10.2021;20.10.2021
1BmtU95TjsiscMGdRvrpLivdEDMvRRmKzi;5;5;0.36814496;27.04.2021;20.07.2021
UNKNOWN:0020b64e1d02bf20d7147b185fea5d8b8eb10e92;5;5;0.36607281;23.01.2026;04.07.2026
bc1que36tm7q9wpy6rwk6h3u3sc7sq2kjwkn9mr2hx;5;1;0.35095227;31.07.2026;31.07.2026
3G4FM8b4FTywy6H5HcKhu7t1mAfLwrX8is;5;5;0.3425;06.01.2024;03.02.2024
bc1qsqutys49chgnutucsleu7u77pwuqxgsjwypzpf;5;1;0.33724806;22.04.2024;22.04.2024
bc1qthg5x9lmtu9y7rhla7tw4lstj8092k56fhpgnd;5;1;0.33623192;31.07.2026;31.07.2026
bc1qdhqun35gt993y8jzq4w5v9x4nsm7rmza8gdz9q;5;1;0.33554432;22.04.2024;22.04.2024
bc1p8ks7v20q68uzk9f2cttv7y33lw6f5pvvu44k5wgvzg6qfqs8ae0q3x4tgf;5;1;0.33554432;22.04.2024;22.04.2024
bc1pd3h8nqxk4dlt54raldln8xdzfjtff3ucjvs4lxr8399kdjsyew0ss9nv6z;5;1;0.33554432;22.04.2024;22.04.2024
bc1p0c3l7cv7lcu23ns599wg4pkyxw94fnu2auxgeznwn7pd0t0tqt7swjrhxh;5;1;0.33554432;22.04.2024;22.04.2024
bc1pnl9477gdp3r65tjp67xdughzw8rgwq2d7dn3cgu8mvm5m2lkn0yqzxammp;5;1;0.33554432;22.04.2024;22.04.2024
bc1panz4thy682sdg7kdplhltanqv3f4ql7zeec25zsxs96hulhw6qrs6nc39r;5;1;0.33554432;22.04.2024;22.04.2024
bc1qnxnkswn7fkj0zc5veq8kldayzlpf47qhlgzudh;5;1;0.32606817;31.07.2026;31.07.2026
3BFZod3ENmawRs8smBeZV3KrcG8t1fzwY7;5;3;0.31267068;02.08.2025;03.08.2025
39aAJnwaTcLDwVECuWHY6ySCkP4sSKkrTL;5;4;0.30786258;20.11.2021;10.03.2022
bc1q2vrvyg8fyljggrwg6gr5eeur4la39ah0upy9um;5;1;0.3;01.07.2023;01.07.2023
bc1q3spw5z00hfyjnwx36uvexp8m73tvrx8f22sp5x;5;1;0.3;23.01.2023;23.01.2023
bc1q2xjl8mwgtmpatfhw9lggsuq5nuhgmugqzzjdqv;5;1;0.3;31.07.2026;31.07.2026
bc1q49arzuw8uf86dkpp0vg8t7uux90esg4fl0ukz3;5;5;0.28627365;31.07.2026;31.07.2026
3L1h99dovCEBpWR5WxYnnpjQbA2gqTmMdY;5;2;0.28106286;28.01.2024;14.03.2024
bc1qahvfcax6sptvkgxj3hh7z9xz39xtnmgt559uj3;5;1;0.26726818;05.11.2025;05.11.2025
333KP9VRXx4oaqh7coPw3C1xHv7rtxMx8K;5;2;0.2634775;31.07.2026;31.07.2026
3MLoeg7iQQrqXnC6bbrpvWdNSj7XhF7X5m;5;3;0.261;09.08.2022;18.08.2022
bc1qvum7xqsjrlu4x6zejq6cvu7v4jjka06p8mrjzs;5;1;0.26099618;21.08.2022;21.08.2022
334YHsgL4X1CEYPPDci3SG4PqojJ8dRA5x;5;1;0.25865699;28.04.2024;28.04.2024
3CttvyFg9rGaRdHNbjaU5z1vHDm2RMFsis;5;5;0.25623806;28.11.2022;21.12.2022
34TkhqZfhXAiD7hsQXsdpewHDvB9V2frKK;5;4;0.25302352;15.10.2023;11.11.2023
bc1qe6wvzkuj8ha9qyqxfm2whw2dhl3ddsqd4m22kh;5;1;0.25072936;31.10.2022;31.10.2022
UNKNOWN:002015caa974cbd4c3746f6320fb2af5a32ba923;5;1;0.25;09.06.2024;09.06.2024
bc1qkptuymg0c6j7p9sz9unmsyhnrjc95nl5aperu5;5;1;0.25;31.07.2026;31.07.2026
bc1qu7ycs8lk6kgdd8ftgypzlxew688zx8dw7gzah4;5;1;0.25;23.03.2022;23.03.2022
UNKNOWN:00207a3f24f3612cc432ad3327db438a5f4ac367;5;1;0.24982595;17.03.2024;17.03.2024
bc1qx7jg6ftjtj7wx5x53kqnrx442pa0tq4j9r2shx;5;1;0.24;26.01.2023;26.01.2023
bc1qhq3rffsxn7l8kma3un3l7ev8r7s956q27jj2pj;5;1;0.2357143;31.07.2026;31.07.2026
bc1qcl0j8e4yxwfcgxn53yl2yn3rvp8wudue570zu6;5;2;0.23338183;25.11.2021;08.12.2021
bc1qvtkh3706lzjydllrv6m2q99zy07avwcux45h55;5;1;0.22898651;01.08.2026;01.08.2026
bc1qyy8q9aw9qup8kffzrrvwfema0scztfa0yg7m3l;5;1;0.22630554;31.07.2026;31.07.2026
UNKNOWN:00205cb2de5fa40b2c677f65d3366bc1c1a1f05d;5;1;0.21974688;28.02.2026;28.02.2026
bc1qjgef5ytv2rd6fyajlf2wxql4wnlaz4ahhm69s2;5;1;0.21932563;31.07.2026;31.07.2026
bc1qy9pdgcmefshpr8vv09qp27n9jf8ys02ptal05m;5;1;0.21064562;24.06.2025;24.06.2025
134P87UAwAhyats3nNaW4eV3Gi3m36TP7Q;5;4;0.20917373;14.11.2021;19.03.2023
bc1qxkf6ma828ln7fat92twfwfcw9uhgdmv3reqx6g;5;1;0.20422195;31.07.2026;31.07.2026
3QNwg6X7w8GxU7aB7qWn2f2p5kT3ua9AMS;5;3;0.20401762;29.10.2024;21.11.2024
bc1q56h3x7cxspf7szs3fcumth44gnyx0f5me2dwj2;5;3;0.20271558;23.08.2024;09.09.2024
bc1qzhl5zt6pagzea4u0l0f408xuw8avnlg3wv4c29;5;1;0.20053764;31.07.2026;31.07.2026
bc1qtpx7x5vpg2cuteyll9de59rddsreqfak8ps2x0;5;1;0.2;31.07.2026;31.07.2026
bc1qkc3t4uu85j6g49tk64vwm8fsnmgyt63ggjv0sn;5;1;0.2;31.07.2026;31.07.2026
bc1qrjnepl6yj7t46jl2vwg5hv4twvgp38vh5jqejl;5;1;0.2;22.04.2024;22.04.2024
bc1qf3a27ejkndf4nmv5fwfzcqyr7p46f5f0apnp65;5;1;0.2;22.04.2024;22.04.2024
bc1qv0ttwuw0pqu93xrnu3p8r0yrcz9l3pnsruj5u2;5;1;0.2;22.04.2024;22.04.2024
bc1qw57j73jr07exsre7mm4vem5ndewpdsl8trqj6p;5;1;0.2;22.04.2024;22.04.2024
bc1quhansc87x5tknre8uc4m4rrty4dm2qyjelf3yc;5;1;0.2;22.04.2024;22.04.2024
bc1pgfwt7a70k7r26mlsyytel4hfu2s5zzua8jnrwgdqscw3tezt47zqtvec38;5;1;0.2;22.04.2024;22.04.2024
bc1p2px6redquttpglwp795xa9d9f3klj47wy88n9pz9xjp5nqxr0zcsr5qz3l;5;1;0.2;22.04.2024;22.04.2024
bc1p285cy65tthsraqpc88qjk6tsy948a74dffh6vjvqecrje82c05hshzl0vy;5;1;0.2;22.04.2024;22.04.2024
bc1pd490nfweq7rnlhqhf5ezdnjqawlqhy3ujdls3qk7wqssxqcasdeqjrsegj;5;1;0.2;22.04.2024;22.04.2024
bc1pdagwr8hkc4zzq6a92l8xqqq2zvzp8dg9fur5czu798aap8hztneqlfd3vk;5;1;0.2;22.04.2024;22.04.2024
bc1p4699h9y23yln5ruwchkhhzsjyj7xrzu08m86ma6nxpyphhkq5e5sf9jf7v;5;1;0.2;22.04.2024;22.04.2024
bc1pkmzhqcmy532lcdkd4gvckrz5qey4d040h9yzh29slz3epwlve0ssdlr0ms;5;1;0.2;22.04.2024;22.04.2024
bc1plejx7xsdhcqcrmjxmfmk90z7uj6wtpdl53nf2jwapz0k9ue322vsm0s2tz;5;1;0.2;22.04.2024;22.04.2024
UNKNOWN:0020d2d37f71424b34ff37d503d7a2b6cac243b4;5;1;0.1997424;18.04.2024;18.04.2024
bc1q40cvwvurvey3afnegfges4mzu6z63yx70t5sxa;5;1;0.19940761;31.07.2026;31.07.2026
UNKNOWN:002085708686b814fd70c5bd27c42c9186688c9b;5;1;0.19720076;04.02.2023;04.02.2023
bc1qmegnrz3tj0kxp2z8mj0c80eg84h663nymgwkyx;5;1;0.19344649;31.07.2026;31.07.2026
bc1q3rhcetrxxjnxdu4sp54vp2ldwxvv0ftq04muzr;5;1;0.17832225;31.07.2026;31.07.2026
bc1qzefckynah3p6uzenep59feqlnelkncuwt5dvqz;5;5;0.17784568;01.08.2026;01.08.2026
32g33Mxmq4KcUpWeZKcmd8CEf52P4eQUDv;5;1;0.1733089;04.01.2022;04.01.2022
bc1qaxsm5jv3fhfdvm2alt06639ww0dedqzsjnp8z7;5;1;0.17239487;01.05.2023;01.05.2023
34wvLNUYKpS4C61wsyNmQRkGZDcVE3AaA4;5;1;0.17218;09.10.2021;09.10.2021
bc1q35869nswdsudxfhketqcr7cnemzaxt02suq6mh;5;1;0.17093368;31.07.2026;31.07.2026
bc1qccvkkxnxrd57t9t9txgzmtqahgp0fpa3x6reqc;5;1;0.17008623;23.02.2026;23.02.2026
bc1q28zq0zzn3eqc2vsx7q7pmy36zfudv6ujx02466;5;3;0.16631;14.08.2023;15.08.2023
bc1qrrfea3qwz35fs9khvty9cykkrtedt3kjh8vkl4;5;1;0.16484707;15.08.2024;15.08.2024
bc1qd7wl6kydglpfa0g7durqfsphs7h6jlqf8qf3w2;5;1;0.15887902;12.06.2023;12.06.2023
UNKNOWN:002040c21c9794973af51de2bdc1b15c92f18066;5;1;0.15569592;12.04.2025;12.04.2025
3BMW7GNTsG8CjdZhZZh65pVGCpy8TuFa4C;5;1;0.15283041;07.10.2022;07.10.2022
bc1qnx5kll05qsh9r7w3842ptz3r92k3z8nu9qudtd;5;1;0.15234277;12.01.2024;12.01.2024
bc1qsnuk9grgpak4nczsfa3ccd73a009gcp7e7ecsg;5;1;0.15152454;06.05.2026;06.05.2026
bc1qzspnlv87vfg6pld75gd5uw42sw90j5q0rxefv6;5;1;0.15;03.01.2025;03.01.2025
bc1qj4algugu6nvyzhydk5k973rs8g778sxjxuzrfu;5;1;0.14972886;31.07.2026;31.07.2026
bc1qf8zqaa0xt5qhthnz9vy6qeveweg08s62ea54c7;5;1;0.14292022;31.07.2026;31.07.2026
3NEqBV4LxuBTSgQk7s6CHAfgNwvX1XAmqS;5;3;0.13882283;14.08.2024;16.01.2026
UNKNOWN:0020777122b836bb9271975d4eb6eb12c5e1dd2f;5;1;0.13305678;10.01.2024;10.01.2024
bc1qe7m9fsl5ue5fptcps2aqc0axy742q7cczkdj2m;5;1;0.12229785;31.07.2026;31.07.2026
3N5L1zNtD5YQimFnPdSbaMAmxbjd8RgAqF;5;1;0.12;03.01.2024;03.01.2024
3EVzcLjaQ2WZ76LddS4ntQK8qjEFQLqt2K;5;1;0.11882057;28.04.2024;28.04.2024
1BKYETGCDMq1DXW3zYDKvfxxb3gqN9hctM;5;1;0.11858624;13.06.2022;13.06.2022
35Q8o1X5QLWtET4EMmgeJLHkXxXzupVEGq;5;1;0.11711588;22.01.2022;22.01.2022
bc1qzcvpey3dhpjene9fmngykj82v28t4png32l89u;5;1;0.11598803;24.03.2024;24.03.2024
34M8Ke6gVqirLLYpVKPS7SUojRGEfCnm38;5;1;0.10669888;28.04.2024;28.04.2024
bc1q8q5u9x6mrsr79kjrfde0w4sxw70vsmp7l7hprh;5;1;0.10521381;17.03.2024;17.03.2024
bc1q7fcgd53zh64lteufjs53rpy3rdx3ghhzpunfwp;5;1;0.10406412;28.08.2022;28.08.2022
bc1q87rjumwcz6008nmuzlxfrqtgprmdw93svst6kr;5;2;0.101;06.06.2025;06.06.2025
bc1qf2ujfj04y6605e7rgp9zwnwt2gmefpxrjvqzed;5;1;0.10098593;17.03.2024;17.03.2024
bc1qw8az5m89wksvyg5twc80ens44qy58c4jjkuj99;5;1;0.10028834;17.03.2024;17.03.2024
bc1qtlss0lvj832u3uz466jp65ml6stxvf77pmmd9h;5;1;0.1;23.11.2023;23.11.2023
39ofA8eJ1kqRsNrNwrsnCTdh2XTQUSEp7n;5;1;0.1;05.05.2022;05.05.2022
bc1ql7mkphdax05du885xp9h4s92cax9s3us3dnlwv;5;1;0.1;04.04.2025;04.04.2025
bc1qdpsa3ywfwpeqmj6y7h5c3vjatlanfya2k9cdzd;5;1;0.1;22.04.2024;22.04.2024
bc1q7c90clwx5cwkxlnk9wgkmtxtyx5ax7ceaz646s;5;1;0.1;22.04.2024;22.04.2024
bc1pzkr7p9t9wq4uwhymtn2rw6pn8uk86shkqwgqedsqf4jlhx77z63sv92qah;5;1;0.1;22.04.2024;22.04.2024
bc1p3fd8m3x64wurph9quhvqrfsudzvmuz4t37hdv8rsy6za2nru3mlqgw2u83;5;1;0.1;22.04.2024;22.04.2024
bc1phppau7pe4nfv7sj72m86u4kvclgu8glg7tx3vcdsqn50c7acramqvp24ge;5;1;0.1;22.04.2024;22.04.2024
bc1puand9m09e9pua6um6ggg6r077yuh98e7l95084mfmfg0vkt5tp7sxp7tzu;5;1;0.1;22.04.2024;22.04.2024
bc1p7ecs0tsnd02qjl2evfyggdf94x74huue5nghc2a2sl22cdd9er0shdz2ww;5;1;0.1;22.04.2024;22.04.2024
bc1qq6jucyvc887te6jsrnhh8zx8vswkxurpvnv29f;5;1;0.1;13.09.2023;13.09.2023
UNKNOWN:0020d1e56eb898722485947e9953a098cab1d473;5;1;0.1;14.06.2024;14.06.2024
bc1qhusll3wmzcyavee0pksztr0atlmg36kmsv8yxj;5;1;0.1;15.11.2021;15.11.2021
bc1q95m5srfmgvenzkahjfq0aufdceg0fs2xmzalz6;5;1;0.1;31.07.2026;31.07.2026
bc1qhav0e6428zkwf3n9acm9f00zluy92eg5yptpdt;5;1;0.1;31.07.2026;31.07.2026
bc1q3y07j5prz5yan0awqffl8r0kxt3wste43nn03w;5;1;0.0992364;31.07.2026;31.07.2026
bc1pkpe9g57tdchtm0sglvfc2fp99ykmnzavxdlejyx8v6027avtr9lqjspxwl;5;1;0.09565938;22.04.2024;22.04.2024
bc1quhmfaez3xyn5hsk6swsjqglnlw6jt32vr8lqq5;5;1;0.09;31.07.2026;31.07.2026
3HjujwCZN2jR4B1kpjyjGFZHt1TBZDekGv;5;1;0.08838397;19.10.2024;19.10.2024
bc1qhpn548qtrrrfmzqjwz4980m30j4625s9n8awpp;5;1;0.087;27.07.2024;27.07.2024
bc1q3shnhkr6nnmxvczl9ple46agv05g94n73pfjat;5;1;0.08221987;31.07.2026;31.07.2026
346hCogaRZGULCz9bxjFFgykEzExwkNMua;5;1;0.07929445;22.10.2023;22.10.2023
bc1q0s9hefpeyzlpdqz8waq8e47gzqkm7cw9gfv4n0;5;1;0.07698987;31.07.2026;31.07.2026
bc1qne96x8r0ec7utx2vztyea5ydnavw3gq8crmqzx;5;1;0.07627328;16.09.2023;16.09.2023
bc1qnmn6fymkm38kgvvy6dgul3vw9zq7vm04za8tcc;5;1;0.07621917;01.08.2026;01.08.2026
bc1q5e8qggxdc0yzkemmncm69gfy784kvzpn8untyj;5;5;0.07075666;30.09.2022;09.12.2022
bc1qpgg3dy7ax6y4qs04j2hrej2vf0c2t75hdmuw76;5;1;0.07066729;17.02.2024;17.02.2024
bc1q5cj2kd83vfl859e0c2209zwyqp863eqrhf3nmq;5;1;0.06882359;22.04.2024;22.04.2024
bc1qwnlve5vy8hhxra87p3rjefm774kx6uw56xg8lu;5;1;0.06750877;31.07.2026;31.07.2026
bc1qwal2kmqgvpawlkjyd4cyny29yyaqllyvdr9r6r;5;1;0.06552463;31.07.2026;31.07.2026
bc1q9c6a0u3cn8upp34n3n9qgp25xcf7ewxx62dqwa;5;5;0.06538869;17.06.2024;16.09.2024
bc1qg0vl5pva6xjwsvkxfqa5q7y2q6w9fwqucm93x6;5;1;0.06426164;25.10.2023;25.10.2023
bc1qcrpfpxhl94zffhrrvgep0d3hskxtqx69u3lvld;5;1;0.06;31.10.2023;31.10.2023
bc1qmhlf7plkavtpygsz24w52r2dwhu3lr0my0e6pz;5;1;0.05964263;23.10.2023;23.10.2023
bc1qcxtn80c4vn5pelexf7724036c02qelqgq8s8zx;5;1;0.05898808;17.01.2022;17.01.2022
bc1q7rylxq6ah7d9uf2m95hd9n3spdm2vqnh7sdq04;5;1;0.052;15.01.2023;15.01.2023
3MCBW4QYvZwwZByexRHfRLbpzGWTXLRnWM;5;4;0.0507003;26.09.2024;26.09.2024
bc1q9svhgpssuzu7dfrp3vq2s0cwjmk7rp2cdfn9w9;5;1;0.05;22.04.2024;22.04.2024
bc1qhzx5znyac2mhs845x4v8z0q2y9208cxzq3u5fu;5;1;0.05;22.04.2024;22.04.2024
bc1pkftf0954wqxsy3gr27aqkq07tfxr0td78txs3sqxg5yw853msckqnsm58q;5;1;0.05;22.04.2024;22.04.2024
bc1p7vzpnky2upl3qf7t7wnvhqxyvaqg3suvum40nwuegnmj9826dmeqwdwzqv;5;1;0.05;22.04.2024;22.04.2024
bc1qvxjwz97eeeu77mx9x9md22yrfpyvc88jz0ha39;5;1;0.05;02.03.2025;02.03.2025
bc1qqtjl5klwg25tzctevvkuskndyzvqv4h5kuea3h;5;1;0.05;30.07.2024;30.07.2024
bc1qarf4z0tyv7tl5gpyumpne50wrckaj2xpl7n0vp;5;1;0.05;28.08.2024;28.08.2024
3C48655zYjDGyaYNpsm51h8pnNVEQ2ax7n;5;1;0.04901013;11.05.2022;11.05.2022
33BiAU9F8oNctVWU1MXvhRFmkVhPkCZRcE;5;1;0.04889569;24.09.2023;24.09.2023
